,hete_net,hete_optim,hete_R,grf_R,truth,allneg
0,0.0,0.44266666666666665,0.8456666666666667,0.6063333333333333,1.0,1.0
1,0.7583333333333333,0.7583333333333333,0.35733333333333334,0.7416666666666667,1.0,0.24166666666666667
2,0.024333333333333332,0.98,0.8956666666666667,0.9796666666666667,1.0,0.98
3,0.9963333333333333,1.0,0.10233333333333333,0.7096666666666667,1.0,0.0
4,0.26166666666666666,0.739,0.6606666666666666,0.41333333333333333,1.0,0.739
5,0.2683333333333333,0.268,0.5726666666666667,0.5573333333333333,1.0,0.732
6,0.11933333333333333,0.881,0.8133333333333334,0.8476666666666667,1.0,0.881
7,0.8253333333333334,0.825,0.218,0.792,1.0,0.175
