,hete_net,hete_optim,hete_R,grf_R,truth,allneg
0,0.5151515151515151,0.5027210884353741,0.4858459512837393,0.48459958932238195,0.4817813765182186,0.4817813765182186
1,0.5246010638297872,0.523936170212766,0.512621359223301,0.52088772845953,0.5308151093439364,0.5033422459893048
2,0.49796472184531887,0.49375410913872453,0.488961038961039,0.4934210526315789,0.49105367793240556,0.49375410913872453
3,0.48847926267281105,0.4881422924901186,0.4855218855218855,0.4914559125085441,0.4881422924901186,0.48313090418353577
4,0.5120994113799869,0.4928522804628999,0.49601063829787234,0.5039630118890357,0.48214285714285715,0.4928522804628999
5,0.4950560316413975,0.4953825857519789,0.5184210526315789,0.5224867724867724,0.514246947082768,0.5235849056603774
6,0.483695652173913,0.5009823182711198,0.5,0.49836065573770494,0.5052151238591917,0.5009823182711198
7,0.5226811103588355,0.5223577235772358,0.5147347740667977,0.5239702903443619,0.5185685347738015,0.5124671916010499
